plot_size_sqft,building_size_sqft,num_floors,budget_amount,budget_per_sqft,plot_shape_code,topography_code,num_bedrooms,num_bathrooms,total_rooms,design_style_code,customization_level,design_complexity_score,development_constraint_level,kerala_district_code,construction_start_month,monsoon_exposure_score,district_risk_tier,terrain_code,rainfall_code,flood_risk_code,effective_monsoon_score,cost_overrun_risk
1560,3891,2,4747020,1220,1,0,2,4,8,0,0,4,2,6,2,0.3333,0,3,2,2,0.3333,1
1034,2727,4,18284535,6705,3,0,3,3,8,2,0,8,3,5,1,0.1667,2,5,3,0,0.2167,2
1746,780,1,1018680,1306,2,1,6,4,12,3,4,11,3,2,2,0.3333,1,5,3,0,0.4333,2
4731,3604,1,8051336,2234,0,0,3,3,8,2,1,4,1,0,11,0.0889,0,2,1,1,0.0622,0
4672,3972,1,25980852,6541,1,2,2,3,7,1,2,8,2,10,7,0.6778,0,1,2,0,0.6778,2
3098,3225,4,3383025,1049,0,1,5,4,11,1,0,9,1,12,12,0.0,0,1,2,0,0.0,1
3774,787,1,5270539,6697,2,2,6,2,10,0,1,6,1,1,6,0.8444,0,1,2,0,0.8444,2
2582,1555,4,11234875,7225,2,0,3,1,6,3,2,12,1,1,4,0.6667,0,4,2,0,0.6667,2
4218,2706,4,1899612,702,2,0,3,1,6,0,2,12,1,9,1,0.1667,0,2,2,1,0.1667,2
3680,631,3,1477171,2341,1,0,5,2,9,0,1,8,1,13,11,0.0889,0,0,2,0,0.0889,0
4004,3831,1,21549375,5625,3,1,3,4,9,0,0,3,3,10,12,0.0,0,4,2,0,0.0,1
4430,2278,1,5599324,2458,1,3,5,2,9,3,0,5,3,3,5,0.7556,1,3,2,2,0.7556,2
2293,1463,2,706629,483,3,0,6,2,10,1,3,10,3,0,3,0.5,0,2,1,1,0.35,2
3776,2816,5,15704832,5577,3,2,6,3,11,3,1,14,3,6,12,0.0,0,2,2,2,0.0,2
4519,3412,1,23590568,6914,3,2,6,3,11,1,1,6,3,10,12,0.0,0,4,2,0,0.0,1
2970,1684,4,13625244,8091,3,2,4,3,9,0,5,18,0,10,12,0.0,0,0,2,0,0.0,1
1257,1103,1,609959,553,2,1,4,1,7,0,5,13,2,12,9,0.3444,0,4,2,0,0.3444,2
4093,2527,2,21656390,8570,0,1,1,1,4,1,5,15,2,11,12,0.0,2,5,3,0,0.0,2
2844,903,2,1285872,1424,2,0,3,2,7,0,3,10,2,12,1,0.1667,0,2,2,1,0.1667,1
3111,1123,2,2931030,2610,0,2,2,3,7,0,3,12,0,12,1,0.1667,0,0,2,0,0.1667,1
3134,488,2,465552,954,1,2,6,1,9,3,3,12,2,7,5,0.7556,0,1,2,0,0.7556,2
3893,3653,2,6915129,1893,3,3,1,3,6,3,3,13,3,2,3,0.5,1,1,2,1,0.5,2
3284,1646,3,3008888,1828,3,1,3,2,7,2,5,17,2,12,5,0.7556,0,4,2,0,0.7556,2
2231,2426,5,5504594,2269,3,1,1,3,6,2,2,15,1,3,5,0.7556,1,2,2,2,0.7556,2
4262,1724,1,3122164,1811,3,0,2,1,5,3,5,12,2,7,12,0.0,0,2,2,1,0.0,1
3921,2701,3,2074368,768,1,3,4,2,8,1,3,15,2,3,6,0.8444,1,3,2,2,0.8444,2
3167,3373,4,1720230,510,0,3,4,3,9,0,5,18,0,7,9,0.3444,0,2,2,1,0.3444,2
3210,3022,5,22782858,7539,0,2,3,3,8,0,5,18,0,2,11,0.0889,1,4,2,0,0.0889,2
824,3434,3,26551688,7732,3,0,6,1,9,1,2,10,3,0,8,0.5111,0,0,1,0,0.3578,1
4909,646,2,722228,1118,2,3,5,3,10,1,0,7,0,7,11,0.0889,0,1,2,0,0.0889,1
4924,3135,4,5097510,1626,0,1,2,3,7,2,4,17,1,11,2,0.3333,2,5,3,0,0.4333,2
1580,2984,5,14370944,4816,2,0,1,3,6,0,3,16,2,0,10,0.1778,0,0,1,0,0.1245,1
1521,3418,5,4535686,1327,2,1,1,3,6,1,1,13,3,6,5,0.7556,0,0,2,1,0.7556,2
3459,1542,4,3780984,2452,1,3,5,1,8,0,3,17,1,2,3,0.5,1,1,2,1,0.5,2
4673,3745,5,15567965,4157,2,3,4,1,7,3,4,18,0,8,6,0.8444,0,4,1,0,0.5911,2
1752,2152,4,11237744,5222,1,2,6,2,10,0,4,18,1,12,12,0.0,0,2,2,1,0.0,1
1722,3004,1,4554064,1516,2,0,6,3,11,1,3,8,1,12,10,0.1778,0,2,2,1,0.1778,1
3364,898,3,1549948,1726,0,2,1,3,6,0,3,14,0,5,1,0.1667,2,5,3,0,0.2167,2
3678,1095,4,2788965,2547,3,1,1,2,5,1,2,13,2,12,10,0.1778,0,0,2,0,0.1778,1
2514,1505,5,2569035,1707,2,2,6,4,12,2,2,16,0,0,11,0.0889,0,0,1,0,0.0622,1
1650,526,3,4341604,8254,0,3,5,1,8,3,5,18,3,6,6,0.8444,0,3,2,2,0.8444,2
3023,1101,2,2417796,2196,1,1,6,1,9,1,5,15,2,2,4,0.6667,1,5,3,0,0.8667,2
4285,1551,3,6785625,4375,3,1,5,3,10,2,2,11,2,8,3,0.5,0,4,1,0,0.35,1
3252,864,3,3529440,4085,2,0,5,4,11,2,5,16,0,1,5,0.7556,0,3,2,2,0.7556,2
3980,2749,4,3972305,1445,3,0,3,2,7,0,2,12,3,4,4,0.6667,1,4,2,0,0.6667,2
679,1144,2,1888744,1651,0,0,2,3,7,0,5,14,2,6,8,0.5111,0,1,2,0,0.5111,2
4992,1542,3,13489416,8748,3,0,5,1,8,2,1,8,3,10,4,0.6667,0,4,2,0,0.6667,2
4724,2914,3,17676324,6066,0,1,3,4,9,1,2,11,3,4,4,0.6667,1,4,2,0,0.6667,2
4388,1717,5,4819619,2807,2,3,3,3,8,2,2,17,3,6,12,0.0,0,0,2,1,0.0,1
3742,2754,3,1875474,681,0,0,5,2,9,3,1,8,1,0,5,0.7556,0,2,1,1,0.5289,2
3351,3372,2,10932024,3242,2,1,3,3,8,0,2,9,2,10,4,0.6667,0,4,2,0,0.6667,2
4955,3671,3,3751762,1022,1,0,4,3,9,3,4,14,2,3,1,0.1667,1,3,2,2,0.1667,2
3905,2121,1,5022528,2368,0,2,4,4,10,2,2,8,0,4,3,0.5,1,5,3,0,0.65,2
3034,3391,2,15578254,4594,2,0,3,1,6,1,1,6,2,2,4,0.6667,1,5,3,0,0.8667,2
2990,3662,3,1735788,474,0,3,4,3,9,0,5,18,2,0,9,0.3444,0,2,1,1,0.2411,2
3651,1769,5,1130391,639,0,1,1,4,7,2,5,18,0,6,6,0.8444,0,0,2,1,0.8444,2
1078,1822,2,2898802,1591,1,0,2,2,6,2,2,8,0,0,11,0.0889,0,2,1,1,0.0622,0
4653,1745,5,2071315,1187,1,3,4,3,9,0,5,18,0,3,10,0.1778,1,1,2,1,0.1778,2
1847,3090,3,4622640,1496,3,1,1,1,4,2,3,13,2,11,10,0.1778,2,5,3,0,0.2311,2
1563,2404,2,4769536,1984,2,0,1,1,4,1,5,14,1,6,12,0.0,0,1,2,0,0.0,1
1068,2867,2,14022497,4891,3,3,5,2,9,3,1,9,3,7,11,0.0889,0,4,3,0,0.1156,1
1818,2345,4,4596200,1960,0,0,3,4,9,3,0,8,1,8,2,0.3333,0,0,0,0,0.1333,1
4450,1775,4,4190775,2361,3,0,4,2,8,0,5,18,1,1,12,0.0,0,3,2,2,0.0,2
3671,1297,4,1961064,1512,1,3,4,1,7,1,4,18,3,11,11,0.0889,2,5,3,0,0.1156,2
3591,2063,4,1908275,925,1,2,5,3,10,3,3,16,3,1,10,0.1778,0,3,2,2,0.1778,2
4232,1197,2,7976808,6664,3,0,3,4,9,1,0,4,3,0,3,0.5,0,0,1,0,0.35,1
2047,914,4,5609218,6137,1,0,3,4,9,3,5,18,0,2,11,0.0889,1,1,2,1,0.0889,1
2168,776,3,609936,786,1,3,2,1,5,1,3,15,1,4,6,0.8444,1,1,2,0,0.8444,2
4808,772,3,287956,373,0,2,3,4,9,3,0,8,0,9,8,0.5111,0,4,2,0,0.5111,2
1951,761,3,423877,557,3,0,5,2,9,2,1,8,1,6,1,0.1667,0,3,2,2,0.1667,1
4003,3053,5,10883945,3565,0,2,4,3,9,2,0,12,0,13,2,0.3333,0,2,2,1,0.3333,1
4126,1605,5,12458010,7762,2,1,4,3,9,3,4,18,0,9,10,0.1778,0,2,2,1,0.1778,1
3104,3339,5,16070607,4813,2,3,3,1,6,1,5,18,1,10,7,0.6778,0,2,2,1,0.6778,2
3253,2444,4,872508,357,2,1,1,3,6,2,5,18,3,5,11,0.0889,2,5,3,0,0.1156,2
4738,1927,5,4110291,2133,2,3,5,3,10,2,1,15,0,10,2,0.3333,0,1,2,0,0.3333,1
4846,830,3,5568470,6709,2,3,3,2,7,2,3,15,2,9,9,0.3444,0,0,2,1,0.3444,2
4327,2929,3,25429578,8682,0,2,5,1,8,2,0,8,1,11,4,0.6667,2,5,3,0,0.8667,2
4721,1671,1,1291683,773,0,2,2,2,6,2,1,6,3,4,7,0.6778,1,3,2,2,0.6778,2
3716,1034,3,4597164,4446,0,0,3,1,6,3,2,10,3,6,4,0.6667,0,2,2,2,0.6667,2
3399,495,3,177210,358,3,2,3,4,9,1,2,12,0,1,10,0.1778,0,2,2,1,0.1778,2
2152,3642,4,5601396,1538,3,0,2,1,5,3,5,18,0,3,9,0.3444,1,0,2,1,0.3444,2
2457,1930,2,15743010,8157,1,2,3,1,6,3,2,10,1,10,12,0.0,0,4,2,0,0.0,1
826,3834,3,4021866,1049,3,0,5,1,8,1,1,8,0,4,1,0.1667,1,0,2,1,0.1667,1
3036,3391,5,1661590,490,3,2,3,4,9,1,2,16,1,8,9,0.3444,0,0,0,0,0.1378,2
3433,984,4,2397024,2436,3,3,5,1,8,1,5,18,1,4,12,0.0,1,5,3,0,0.0,2
3850,3939,3,20636421,5239,3,1,4,2,8,3,1,9,3,2,12,0.0,1,1,2,1,0.0,1
4089,731,3,1502936,2056,1,0,4,3,9,0,3,12,2,0,7,0.6778,0,1,1,0,0.4745,2
4900,3281,2,2667453,813,2,0,5,4,11,2,2,8,0,2,5,0.7556,1,1,2,1,0.7556,2
1519,1306,3,2696890,2065,0,3,3,4,9,2,4,17,0,0,12,0.0,0,2,1,1,0.0,1
3966,1169,1,2295916,1964,0,0,3,1,6,3,5,12,2,1,8,0.5111,0,1,2,0,0.5111,1
4237,3100,4,21355900,6889,3,2,5,1,8,2,5,18,2,7,2,0.3333,0,0,2,0,0.3333,2
760,3987,2,5350554,1342,1,3,4,1,7,3,1,9,2,6,3,0.5,0,2,2,2,0.5,2
1505,2050,5,9091750,4435,0,3,6,1,9,1,2,17,3,6,10,0.1778,0,1,2,0,0.1778,2
4227,1923,5,7430472,3864,0,1,3,2,7,3,0,11,3,0,12,0.0,0,2,1,1,0.0,1
2452,741,2,235638,318,3,3,6,3,11,0,4,15,3,8,7,0.6778,0,0,0,0,0.2711,2
1074,2167,2,10189234,4702,3,0,1,3,6,3,1,6,1,10,5,0.7556,0,0,2,0,0.7556,1
3585,1240,4,1776920,1433,3,2,5,2,9,1,2,14,1,0,7,0.6778,0,4,2,0,0.6778,2
4904,1624,1,2562672,1578,3,0,2,4,8,3,0,2,0,12,4,0.6667,0,2,2,1,0.6667,1
1502,2249,1,10934638,4862,2,0,3,4,9,0,1,4,2,13,12,0.0,0,4,2,0,0.0,1
4180,3202,5,6913118,2159,3,0,6,3,11,0,2,14,3,12,2,0.3333,0,2,2,1,0.3333,2
4258,2296,2,3154704,1374,2,2,3,4,9,2,0,6,0,9,3,0.5,0,1,2,0,0.5,1
3111,474,2,417120,880,0,0,3,3,8,2,1,6,3,13,4,0.6667,0,4,2,0,0.6667,2
691,3832,2,23244912,6066,2,0,1,3,6,3,3,10,3,11,5,0.7556,2,4,3,0,0.9823,2
2830,3144,5,14176296,4509,3,0,6,2,10,2,2,14,3,1,2,0.3333,0,2,2,1,0.3333,2
4032,2205,2,7027335,3187,2,1,4,4,10,1,0,5,0,5,7,0.6778,2,5,3,0,0.8811,2
1619,1695,2,7515630,4434,1,0,2,3,7,1,1,6,1,3,9,0.3444,1,0,2,1,0.3444,1
3084,3300,2,1092300,331,0,0,2,3,7,3,5,14,2,10,5,0.7556,0,2,2,1,0.7556,2
3714,517,1,323125,625,2,1,3,3,8,1,2,7,0,4,11,0.0889,1,0,2,1,0.0889,1
4759,859,2,2981589,3471,2,0,2,4,8,1,0,4,3,9,3,0.5,0,1,2,0,0.5,1
2309,3558,2,28794894,8093,2,3,4,2,8,1,4,15,3,1,11,0.0889,0,1,2,0,0.0889,1
659,785,4,1256000,1600,0,0,6,3,11,2,1,10,2,10,12,0.0,0,4,2,0,0.0,1
4678,1773,2,5526441,3117,0,0,6,4,12,2,0,4,1,7,11,0.0889,0,0,2,0,0.0889,0
4719,1942,4,5253110,2705,2,2,3,4,9,0,1,12,2,4,11,0.0889,1,1,2,0,0.0889,1
4738,3297,5,3540978,1074,2,2,1,2,5,2,3,18,3,0,10,0.1778,0,1,1,0,0.1245,2
3594,3360,5,30125760,8966,1,0,6,4,12,3,1,12,1,11,4,0.6667,2,4,3,0,0.8667,2
3887,2254,5,5704874,2531,1,0,2,2,6,2,4,18,2,3,5,0.7556,1,3,2,2,0.7556,2
4334,539,2,335258,622,0,0,5,1,8,0,1,6,2,0,5,0.7556,0,0,1,0,0.5289,2
3548,777,2,2728047,3511,0,2,2,2,6,3,2,10,3,11,5,0.7556,2,5,3,0,0.9823,2
4278,632,5,1097784,1737,2,0,5,1,8,0,2,14,3,11,12,0.0,2,5,3,0,0.0,2
4086,3557,1,25457449,7157,1,3,1,2,5,2,3,11,0,3,11,0.0889,1,2,2,2,0.0889,1
1078,3065,3,1924820,628,0,2,1,1,4,1,5,18,0,1,1,0.1667,0,1,2,0,0.1667,2
1186,2018,5,3049198,1511,0,2,2,3,7,0,2,16,0,4,6,0.8444,1,1,2,0,0.8444,2
1671,3656,3,13991512,3827,0,0,2,4,8,0,5,16,1,10,9,0.3444,0,2,2,1,0.3444,2
1777,2770,1,1155090,417,0,0,5,2,9,1,1,4,1,1,12,0.0,0,3,2,2,0.0,2
4439,3885,4,6421905,1653,1,2,5,2,9,1,0,10,0,6,6,0.8444,0,1,2,0,0.8444,2
4141,1143,1,3207258,2806,0,2,2,2,6,2,4,12,1,6,9,0.3444,0,1,2,0,0.3444,1
4582,1512,1,1945944,1287,2,0,2,4,8,2,1,4,0,10,3,0.5,0,4,2,0,0.5,1
3555,1774,1,10638678,5997,1,0,3,1,6,3,4,10,0,4,12,0.0,1,4,2,0,0.0,1
1005,3248,4,7054656,2172,3,2,2,4,8,0,2,14,3,10,5,0.7556,0,2,2,1,0.7556,2
4056,2303,1,905079,393,1,2,3,4,9,0,5,14,0,6,5,0.7556,0,4,2,0,0.7556,2
859,3578,4,2701390,755,2,2,1,3,6,2,1,12,3,6,2,0.3333,0,1,2,0,0.3333,2
4006,2004,4,929856,464,3,0,2,4,8,0,4,16,2,9,9,0.3444,0,4,2,0,0.3444,2
3587,1019,5,307738,302,1,2,2,3,7,3,3,18,0,8,3,0.5,0,0,0,0,0.2,2
3207,1590,5,2100390,1321,0,2,6,1,9,1,3,18,0,3,9,0.3444,1,0,2,1,0.3444,2
4665,3530,3,6918800,1960,3,3,2,4,8,1,5,18,1,1,11,0.0889,0,1,2,0,0.0889,1
4800,1684,4,2669140,1585,1,0,3,1,6,2,3,14,2,3,3,0.5,1,2,2,2,0.5,2
4180,2050,5,9343900,4558,1,1,2,2,6,2,2,15,1,10,12,0.0,0,4,2,0,0.0,1
2245,896,1,639744,714,0,0,3,2,7,3,2,6,2,7,11,0.0889,0,2,2,1,0.0889,1
1220,853,4,1074780,1260,3,2,3,1,6,0,5,18,1,9,1,0.1667,0,2,2,1,0.1667,2
4508,2194,1,18548076,8454,3,0,6,2,10,3,1,4,3,8,10,0.1778,0,1,1,0,0.1245,1
1144,2520,5,17496360,6943,1,0,4,4,10,3,1,12,2,4,11,0.0889,1,5,3,0,0.1156,2
2319,2072,3,3296552,1591,1,2,3,2,7,3,1,10,0,0,10,0.1778,0,2,1,1,0.1245,1
1349,2619,2,882603,337,2,1,5,3,10,1,5,15,3,10,1,0.1667,0,0,2,0,0.1667,2
2634,3602,1,11598440,3220,2,2,6,4,12,0,2,8,0,2,2,0.3333,1,4,2,0,0.3333,1
3459,2793,1,2583525,925,3,3,3,2,7,3,4,13,3,0,12,0.0,0,1,1,0,0.0,1
4368,2585,5,14476000,5600,1,3,1,2,5,1,1,15,1,1,12,0.0,0,1,2,0,0.0,1
2653,557,3,2696994,4842,1,2,2,3,7,2,0,8,0,0,9,0.3444,0,1,1,0,0.2411,1
3662,659,2,1449141,2199,3,3,2,3,7,1,4,15,3,6,4,0.6667,0,3,2,2,0.6667,2
3577,1806,5,1730148,958,3,0,6,3,11,0,0,10,1,10,9,0.3444,0,1,2,0,0.3444,1
3376,1651,5,3338322,2022,0,1,4,3,9,0,1,13,2,12,3,0.5,0,0,2,0,0.5,2
1220,3307,4,10893258,3294,3,0,5,1,8,2,5,18,3,8,12,0.0,0,1,1,0,0.0,1
2224,575,4,404800,704,0,2,1,1,4,2,1,12,0,6,1,0.1667,0,0,2,1,0.1667,1
4068,2064,4,10375728,5027,2,0,2,3,7,3,5,18,1,6,1,0.1667,0,0,2,1,0.1667,1
3350,3104,2,2504928,807,3,0,5,1,8,1,4,12,0,10,12,0.0,0,0,2,0,0.0,0
1781,3631,4,9872689,2719,0,2,3,2,7,0,2,14,1,1,7,0.6778,0,4,2,0,0.6778,2
2940,1627,1,14610460,8980,1,1,1,2,5,1,1,5,0,8,7,0.6778,0,0,0,0,0.2711,1
3418,868,2,478268,551,1,3,2,4,8,1,4,15,0,8,12,0.0,0,0,0,0,0.0,1
1203,3955,5,1558270,394,1,1,6,3,11,3,2,15,3,0,11,0.0889,0,1,1,0,0.0622,2
1381,2309,1,1669407,723,2,1,5,2,9,3,1,5,3,3,2,0.3333,1,2,2,2,0.3333,2
4043,2761,1,4525279,1639,2,0,5,3,10,2,3,8,0,12,2,0.3333,0,4,2,0,0.3333,1
3199,2908,1,3131916,1077,3,3,2,4,8,3,5,15,1,13,8,0.5111,0,2,2,1,0.5111,2
644,2485,5,13970670,5622,1,0,3,4,9,3,3,16,0,4,1,0.1667,1,5,3,0,0.2167,2
3981,2006,4,4425236,2206,0,3,2,2,6,0,0,11,2,6,8,0.5111,0,3,2,2,0.5111,2
3738,1059,5,5048253,4767,2,0,1,3,6,3,0,10,1,10,2,0.3333,0,1,2,0,0.3333,1
4515,1794,1,3236376,1804,0,2,2,3,7,1,4,12,2,0,8,0.5111,0,1,1,0,0.3578,1
3760,1038,1,1399224,1348,2,1,4,3,9,0,2,7,3,4,11,0.0889,1,4,2,0,0.0889,1
1236,626,4,866384,1384,1,2,4,1,7,1,1,12,1,0,6,0.8444,0,0,1,0,0.5911,2
3200,2209,4,1718602,778,0,1,3,2,7,2,3,15,3,7,11,0.0889,0,0,2,0,0.0889,2
3258,2366,5,1183000,500,0,1,6,3,11,0,3,17,1,8,3,0.5,0,1,1,0,0.35,2
4255,3454,1,3080968,892,1,0,1,1,4,0,0,2,3,12,12,0.0,0,2,2,1,0.0,1
4892,3211,3,11514646,3586,2,0,2,2,6,1,2,10,1,13,10,0.1778,0,0,2,0,0.1778,1
2615,1371,4,8431650,6150,3,2,5,4,11,2,5,18,1,9,4,0.6667,0,4,2,0,0.6667,2
4278,1734,1,2665158,1537,1,3,4,1,7,3,2,9,1,10,6,0.8444,0,0,2,0,0.8444,2
2860,3344,1,1126928,337,2,0,6,1,9,2,3,8,3,2,9,0.3444,1,4,2,0,0.3444,2
4491,1254,2,5619174,4481,0,3,1,3,6,3,1,9,1,4,10,0.1778,1,5,3,0,0.2311,2
1190,924,2,1240008,1342,1,3,1,2,5,3,4,15,3,1,5,0.7556,0,4,2,0,0.7556,2
3587,2285,2,4558575,1995,1,2,2,1,5,3,5,16,0,0,3,0.5,0,1,1,0,0.35,1
3613,3873,4,7432287,1919,0,1,5,1,8,2,0,9,2,4,12,0.0,1,5,3,0,0.0,2
4156,3608,4,3900248,1081,1,2,1,1,4,0,4,18,3,7,4,0.6667,0,2,2,1,0.6667,2
1836,1215,4,441045,363,1,2,6,2,10,0,4,18,1,4,6,0.8444,1,1,2,0,0.8444,2
2613,1061,5,8404181,7921,3,3,4,3,9,1,1,15,3,13,11,0.0889,0,0,2,0,0.0889,1
4676,2775,4,12948150,4666,1,3,2,4,8,3,3,17,2,6,12,0.0,0,0,2,1,0.0,1
4239,3922,5,13538744,3452,0,3,1,2,5,3,1,15,3,3,4,0.6667,1,2,2,2,0.6667,2
3471,633,3,229146,362,0,2,1,2,5,2,3,14,2,7,9,0.3444,0,0,2,0,0.3444,2
1405,3500,3,11109000,3174,3,3,1,4,7,3,4,17,1,6,12,0.0,0,2,2,2,0.0,1
4322,448,3,1706880,3810,2,2,5,3,10,3,2,12,1,9,2,0.3333,0,0,2,1,0.3333,1
4741,2236,1,4176848,1868,3,2,3,1,6,2,5,14,2,9,3,0.5,0,4,2,0,0.5,2
2334,2663,1,7208741,2707,3,3,3,4,9,2,3,11,1,7,11,0.0889,0,2,2,1,0.0889,1
4869,2223,1,3692403,1661,1,0,3,4,9,3,3,8,2,7,9,0.3444,0,0,2,0,0.3444,1
2163,1660,4,3959100,2385,1,1,5,3,10,0,3,15,2,8,11,0.0889,0,0,0,0,0.0356,1
3351,644,5,3717812,5773,2,2,2,2,6,3,4,18,3,12,10,0.1778,0,4,2,0,0.1778,2
1965,3809,4,13270556,3484,1,1,6,4,12,0,2,13,0,1,2,0.3333,0,3,2,2,0.3333,1
1898,3852,4,1798884,467,0,0,6,2,10,3,4,16,3,11,12,0.0,2,4,3,0,0.0,2
976,3296,2,16061408,4873,3,0,3,2,7,2,2,8,1,9,1,0.1667,0,4,2,0,0.1667,1
4574,1583,4,11571730,7310,0,1,2,1,5,1,5,18,1,12,3,0.5,0,0,2,0,0.5,2
2943,3786,4,4107810,1085,3,3,2,4,8,3,2,15,2,1,2,0.3333,0,2,2,1,0.3333,2
3922,1688,3,698832,414,3,0,6,2,10,0,3,12,1,6,10,0.1778,0,1,2,0,0.1778,1
1352,1168,1,534944,458,0,2,2,3,7,0,4,12,1,4,5,0.7556,1,3,2,2,0.7556,2
3219,2308,4,2751136,1192,0,3,5,3,10,1,3,17,1,8,3,0.5,0,5,1,0,0.35,2
3784,2042,1,1245620,610,3,0,3,2,7,3,3,8,0,0,2,0.3333,0,1,1,0,0.2333,1
1192,2891,5,9207835,3185,3,2,4,1,7,3,4,18,0,0,10,0.1778,0,1,1,0,0.1245,1
1061,1270,2,2839720,2236,3,1,3,4,9,2,0,5,0,6,6,0.8444,0,0,2,1,0.8444,1
2621,3184,2,12860176,4039,2,3,1,1,4,1,1,9,0,3,5,0.7556,1,2,2,2,0.7556,2
4447,1337,5,524104,392,2,0,5,4,11,0,2,14,1,5,4,0.6667,2,5,3,0,0.8667,2
3187,3096,5,6439680,2080,1,0,2,2,6,2,4,18,1,3,4,0.6667,1,3,2,2,0.6667,2
4870,1637,3,1371806,838,2,1,3,4,9,2,0,7,2,10,10,0.1778,0,1,2,0,0.1778,1
1950,1493,1,2003606,1342,3,1,1,2,5,0,3,9,1,7,8,0.5111,0,0,2,0,0.5111,1
2983,2451,2,3526989,1439,2,0,2,2,6,0,5,14,3,13,4,0.6667,0,4,2,0,0.6667,2
2872,3012,1,14846148,4929,2,2,6,3,11,3,5,14,3,7,9,0.3444,0,0,2,0,0.3444,2
771,1644,1,11077272,6738,2,2,4,2,8,3,4,12,2,3,9,0.3444,1,0,2,1,0.3444,2
4992,2992,1,7456064,2492,3,2,2,3,7,3,4,12,1,0,12,0.0,0,1,1,0,0.0,1
2387,1273,5,6168958,4846,1,1,4,2,8,1,4,18,3,5,1,0.1667,2,5,3,0,0.2167,2
4131,2874,4,6932088,2412,0,2,2,4,8,3,2,14,3,6,4,0.6667,0,2,2,2,0.6667,2
4022,2730,4,16087890,5893,0,2,6,4,12,3,1,12,3,6,10,0.1778,0,0,2,1,0.1778,1
1910,1017,1,3884940,3820,1,3,6,2,10,3,4,13,2,10,3,0.5,0,1,2,0,0.5,2
4299,1132,3,9462388,8359,0,1,3,2,7,2,3,13,3,3,11,0.0889,1,3,2,2,0.0889,2
3412,1981,2,1814596,916,2,2,2,4,8,2,2,10,2,13,10,0.1778,0,0,2,0,0.1778,1
1488,2252,3,7154604,3177,3,2,3,3,8,2,2,12,1,9,9,0.3444,0,0,2,1,0.3444,1
3510,1017,3,670203,659,3,0,3,3,8,1,4,14,0,4,1,0.1667,1,1,2,0,0.1667,2
4466,1889,3,1322300,700,0,1,6,2,10,3,5,17,2,3,11,0.0889,1,3,2,2,0.0889,2
4658,3647,1,5288150,1450,0,0,3,1,6,0,2,6,0,10,6,0.8444,0,4,2,0,0.8444,1
3483,2223,4,10523682,4734,2,1,6,2,10,2,3,15,0,10,1,0.1667,0,4,2,0,0.1667,1
4259,1184,5,987456,834,0,2,4,1,7,3,3,18,1,11,7,0.6778,2,1,2,0,0.6778,2
2513,2857,5,4979751,1743,2,1,2,1,5,2,1,13,2,7,12,0.0,0,0,2,0,0.0,1
3365,2911,2,1737867,597,3,0,2,1,5,1,4,12,3,2,8,0.5111,1,0,2,1,0.5111,2
4949,1828,4,3423844,1873,0,2,6,1,9,3,0,10,2,7,11,0.0889,0,0,2,0,0.0889,1
1478,2912,3,6045312,2076,2,0,5,4,11,1,5,16,2,7,3,0.5,0,1,2,0,0.5,2
2353,1240,3,3219040,2596,3,3,1,4,7,1,5,18,3,1,8,0.5111,0,4,2,0,0.5111,2
926,2520,2,13212360,5243,3,2,2,1,5,1,4,14,2,0,6,0.8444,0,0,1,0,0.5911,2
4637,1900,1,1675800,882,1,2,6,3,11,1,1,6,2,12,12,0.0,0,1,2,0,0.0,1
1915,1786,1,3930986,2201,3,1,1,4,7,1,1,5,1,9,5,0.7556,0,4,2,0,0.7556,2
3052,2483,4,6001411,2417,3,1,5,1,8,1,0,9,0,3,3,0.5,1,3,2,2,0.5,2
785,1704,1,11657064,6841,1,2,4,4,10,3,3,10,3,4,12,0.0,1,5,3,0,0.0,2
2034,937,3,2203824,2352,1,2,3,1,6,0,2,12,1,7,12,0.0,0,0,2,0,0.0,1
4354,2569,2,7128975,2775,1,2,6,4,12,1,1,8,0,7,8,0.5111,0,1,2,0,0.5111,1
2188,885,3,1806285,2041,2,1,1,4,7,2,1,9,2,4,11,0.0889,1,4,2,0,0.0889,1
1728,1398,2,696204,498,0,0,5,1,8,3,5,14,1,3,5,0.7556,1,3,2,2,0.7556,2
924,1389,3,2682159,1931,0,3,6,2,10,3,4,17,3,13,12,0.0,0,0,2,0,0.0,1
4205,821,3,4545877,5537,1,0,6,3,11,2,1,8,0,5,5,0.7556,2,5,3,0,0.9823,2
3683,3765,4,7240095,1923,0,0,5,4,11,0,3,14,0,7,7,0.6778,0,0,2,0,0.6778,2
4174,2027,3,2489156,1228,3,0,3,4,9,1,4,14,3,12,5,0.7556,0,2,2,1,0.7556,2
4842,3769,5,24656798,6542,2,3,4,4,10,0,0,13,2,10,10,0.1778,0,4,2,0,0.1778,1
4109,3484,4,9803976,2814,3,1,2,4,8,1,3,15,0,5,12,0.0,2,5,3,0,0.0,2
3180,1439,1,1253369,871,2,0,6,1,9,0,2,6,3,11,7,0.6778,2,5,3,0,0.8811,2
3086,2977,2,13069030,4390,0,2,5,4,11,3,4,14,1,3,12,0.0,1,3,2,2,0.0,2
3639,1239,4,591003,477,2,2,4,2,8,3,3,16,0,8,10,0.1778,0,4,1,0,0.1245,2
4132,707,4,1993740,2820,0,2,2,4,8,0,5,18,2,0,1,0.1667,0,1,1,0,0.1167,1
