plot_size_sqft,building_size_sqft,num_floors,planned_duration_months,plot_shape_code,topography_code,design_complexity_score,customization_level,site_difficulty_score,kerala_district_code,construction_start_month,monsoon_exposure_score,district_risk_tier,terrain_code,rainfall_code,flood_risk_code,effective_monsoon_score,time_delay_risk
2861,3877,3,3,2,0,16,5,0,5,1,0.1667,2,4,3,0,0.2167,2
3338,1103,3,18,3,1,15,4,2,11,12,0.0,2,4,3,0,0.0,2
4162,613,2,12,3,0,14,5,1,8,8,0.5111,0,5,1,0,0.3578,2
736,2496,4,23,0,3,18,4,6,1,2,0.3333,0,1,2,0,0.3333,2
1404,1762,1,12,3,3,15,5,8,13,6,0.8444,0,2,2,1,0.8444,2
2828,2146,2,20,1,0,14,5,2,3,4,0.6667,1,2,2,2,0.6667,2
4322,431,4,3,1,3,17,3,6,8,4,0.6667,0,0,0,0,0.2667,2
3574,530,2,19,2,0,12,4,3,10,3,0.5,0,1,2,0,0.5,2
1393,3741,1,10,3,2,4,0,7,8,5,0.7556,0,0,0,0,0.3022,2
3010,3960,1,10,3,1,5,1,3,4,9,0.3444,1,0,2,1,0.3444,2
1682,841,2,29,1,2,6,0,7,5,12,0.0,2,1,2,0,0.0,2
1702,833,5,28,0,1,11,0,5,0,7,0.6778,0,1,1,0,0.4745,2
3680,783,3,13,2,3,11,1,6,10,4,0.6667,0,2,2,1,0.6667,2
4589,3573,2,8,3,1,13,4,3,2,5,0.7556,1,0,2,1,0.7556,2
1971,2006,1,14,1,2,14,5,4,6,4,0.6667,0,0,2,1,0.6667,2
1337,1088,1,19,2,1,9,3,4,11,7,0.6778,2,5,3,0,0.8811,2
1324,490,2,18,0,2,12,3,6,3,6,0.8444,1,0,2,1,0.8444,2
1891,670,3,12,2,1,7,0,5,12,1,0.1667,0,4,2,0,0.1667,1
4859,1319,1,32,0,1,13,5,2,11,2,0.3333,2,5,3,0,0.4333,2
1080,2044,4,13,0,3,18,4,7,8,10,0.1778,0,0,0,0,0.0711,1
2718,793,2,16,0,1,13,4,3,8,12,0.0,0,5,1,0,0.0,1
1793,917,1,15,3,2,14,5,7,11,9,0.3444,2,5,3,0,0.4477,2
1249,960,1,6,1,1,13,5,3,0,10,0.1778,0,0,1,0,0.1245,0
4266,3489,2,16,2,0,10,3,3,9,10,0.1778,0,0,2,1,0.1778,1
4524,588,4,10,1,0,8,0,1,7,12,0.0,0,4,3,0,0.0,1
2633,1741,5,10,1,0,10,0,1,11,9,0.3444,2,5,3,0,0.4477,2
2887,905,5,21,1,0,16,3,2,7,7,0.6778,0,1,2,0,0.6778,2
4383,444,1,15,2,2,14,5,6,1,5,0.7556,0,3,2,2,0.7556,2
1227,452,5,31,1,0,10,0,0,8,12,0.0,0,0,0,0,0.0,0
2532,3662,5,25,3,3,15,1,8,0,1,0.1667,0,1,1,0,0.1167,1
3023,963,5,7,0,0,14,2,0,6,11,0.0889,0,0,2,1,0.0889,1
4770,1383,3,24,0,1,13,3,4,11,1,0.1667,2,4,3,0,0.2167,2
4713,3877,1,31,0,0,8,3,0,0,11,0.0889,0,0,1,0,0.0622,0
1248,1380,4,19,3,3,13,1,6,4,8,0.5111,1,3,2,2,0.5111,2
1036,3065,4,20,1,1,13,2,2,9,3,0.5,0,1,2,0,0.5,2
4372,2665,2,8,1,1,9,2,3,7,7,0.6778,0,2,2,1,0.6778,2
1981,1971,4,13,3,0,18,5,3,9,1,0.1667,0,4,2,0,0.1667,2
1326,2866,2,21,0,0,14,5,1,11,1,0.1667,2,5,3,0,0.2167,2
1803,995,4,18,1,2,16,3,5,7,2,0.3333,0,0,2,0,0.3333,1
3932,2802,2,14,2,0,10,3,2,6,12,0.0,0,4,2,0,0.0,0
896,2268,1,33,0,2,10,3,4,0,10,0.1778,0,0,1,0,0.1245,0
2236,1106,3,6,2,2,16,4,6,7,5,0.7556,0,2,2,1,0.7556,2
2398,1233,5,10,1,0,18,4,3,12,12,0.0,0,2,2,1,0.0,1
3287,1774,1,12,2,1,11,4,2,0,1,0.1667,0,4,2,0,0.1667,1
3617,2956,2,15,3,3,13,3,6,4,9,0.3444,1,5,3,0,0.4477,2
3308,1648,2,12,2,3,7,0,9,3,10,0.1778,1,3,2,2,0.1778,2
1606,2600,5,11,0,2,18,5,5,1,8,0.5111,0,1,2,0,0.5111,2
4431,2298,3,24,0,1,17,5,3,6,10,0.1778,0,2,2,2,0.1778,1
2147,664,5,18,0,0,12,1,2,8,9,0.3444,0,4,1,0,0.2411,1
2607,1560,3,18,3,2,14,3,6,11,4,0.6667,2,5,3,0,0.8667,2
3116,1997,4,24,3,0,8,0,0,7,7,0.6778,0,0,2,0,0.6778,2
1149,3619,3,29,2,2,14,3,6,0,3,0.5,0,0,1,0,0.35,2
4036,3560,4,24,2,3,15,2,9,0,1,0.1667,0,2,1,1,0.1167,1
1363,1741,1,8,2,2,4,0,4,4,11,0.0889,1,3,2,2,0.0889,2
4070,3658,3,11,0,2,12,2,7,1,4,0.6667,0,4,2,0,0.6667,2
1039,1430,2,26,3,2,16,5,4,7,4,0.6667,0,0,2,0,0.6667,2
4334,1719,2,11,3,2,12,3,5,12,12,0.0,0,4,2,0,0.0,1
4274,2244,5,28,2,1,18,5,3,7,8,0.5111,0,2,2,1,0.5111,2
4943,3118,4,14,0,2,18,5,6,3,8,0.5111,1,3,2,2,0.5111,2
4808,941,1,10,2,3,11,3,9,9,9,0.3444,0,2,2,1,0.3444,1
2930,3762,2,16,3,1,13,4,2,0,12,0.0,0,0,1,0,0.0,1
4439,2993,2,10,2,2,14,4,7,4,12,0.0,1,4,2,0,0.0,2
1307,3986,5,15,1,1,11,0,4,13,2,0.3333,0,1,2,0,0.3333,2
4052,2807,2,11,2,1,5,0,5,3,1,0.1667,1,3,2,2,0.1667,2
3974,2950,2,33,0,3,15,4,7,2,5,0.7556,1,1,2,1,0.7556,2
1823,1528,1,21,0,3,11,3,9,10,6,0.8444,0,2,2,1,0.8444,2
3543,1121,4,8,0,3,13,1,8,0,12,0.0,0,4,2,0,0.0,2
1652,1938,3,15,0,1,17,5,4,4,10,0.1778,1,1,2,0,0.1778,2
1900,2875,5,20,3,2,18,3,5,0,9,0.3444,0,0,1,0,0.2411,1
3182,1803,5,22,2,2,12,0,4,5,12,0.0,2,5,3,0,0.0,2
833,709,2,30,3,2,14,4,4,7,12,0.0,0,0,2,0,0.0,1
1322,1227,5,12,0,2,18,3,7,1,5,0.7556,0,3,2,2,0.7556,2
4945,2514,3,35,1,2,16,4,7,5,10,0.1778,2,4,3,0,0.2311,2
3471,2602,4,35,1,0,14,3,0,6,11,0.0889,0,0,2,1,0.0889,1
1434,3949,3,29,3,0,14,4,3,7,1,0.1667,0,0,2,0,0.1667,1
2353,1382,4,10,2,3,11,0,6,10,5,0.7556,0,0,2,0,0.7556,2
859,1555,4,36,2,3,18,4,8,9,2,0.3333,0,4,2,0,0.3333,2
844,1177,5,21,0,2,14,1,5,0,12,0.0,0,1,1,0,0.0,1
1203,1132,5,6,1,1,15,2,4,6,4,0.6667,0,0,2,1,0.6667,2
2515,3796,1,8,0,2,14,5,7,6,3,0.5,0,1,2,0,0.5,2
4786,1532,1,3,0,0,6,2,1,12,7,0.6778,0,0,2,0,0.6778,2
643,3943,2,27,0,3,13,3,9,0,12,0.0,0,1,1,0,0.0,1
1606,3006,2,9,3,1,7,1,2,10,1,0.1667,0,2,2,1,0.1667,1
3334,2796,2,10,1,3,17,5,7,6,10,0.1778,0,2,2,2,0.1778,2
3421,1010,5,24,1,2,14,1,6,9,8,0.5111,0,0,2,1,0.5111,2
3722,976,5,28,0,3,18,4,6,2,6,0.8444,1,4,2,0,0.8444,2
3723,2441,3,27,2,1,13,3,3,7,4,0.6667,0,2,2,1,0.6667,2
4884,1997,1,18,3,3,11,3,6,0,5,0.7556,0,4,2,0,0.7556,2
4106,2300,2,13,1,0,6,1,2,13,5,0.7556,0,0,2,0,0.7556,2
3281,636,1,10,1,3,13,4,9,9,12,0.0,0,0,2,1,0.0,1
1034,1850,2,22,1,1,11,3,2,12,11,0.0889,0,2,2,1,0.0889,1
759,1523,4,29,0,1,15,3,5,6,11,0.0889,0,0,2,1,0.0889,1
3384,2246,1,14,3,0,8,3,3,1,12,0.0,0,3,2,2,0.0,1
4199,3322,2,7,1,1,11,3,3,2,4,0.6667,1,1,2,1,0.6667,2
732,682,5,36,3,0,12,1,2,4,11,0.0889,1,4,2,0,0.0889,1
4551,985,1,34,0,3,5,0,9,8,12,0.0,0,0,0,0,0.0,0
4083,1858,3,18,1,1,17,5,5,3,8,0.5111,1,3,2,2,0.5111,2
4184,3365,3,10,3,2,16,4,5,8,3,0.5,0,0,0,0,0.2,2
1602,679,3,13,2,0,12,3,1,12,12,0.0,0,0,2,0,0.0,1
2841,1790,1,25,1,2,6,1,7,3,1,0.1667,1,3,2,2,0.1667,2
2826,3704,1,18,2,0,2,0,3,6,1,0.1667,0,3,2,2,0.1667,1
1688,3477,5,9,2,2,16,2,7,1,3,0.5,0,1,2,0,0.5,2
3137,2532,2,27,3,0,6,1,3,7,5,0.7556,0,0,2,0,0.7556,2
4013,2218,3,18,0,3,17,4,9,9,6,0.8444,0,1,2,0,0.8444,2
3110,2223,2,28,3,1,15,5,2,6,8,0.5111,0,1,2,0,0.5111,1
1891,2430,5,35,3,2,12,0,5,11,11,0.0889,2,1,2,0,0.0889,2
4775,2870,5,19,1,0,12,1,1,8,2,0.3333,0,1,1,0,0.2333,1
3652,1080,3,10,2,1,11,2,4,3,12,0.0,1,3,2,2,0.0,2
4702,1694,1,11,0,0,6,2,3,8,2,0.3333,0,0,0,0,0.1333,0
2874,1667,5,18,1,2,18,3,7,3,1,0.1667,1,3,2,2,0.1667,2
3485,1145,4,14,3,0,10,1,1,4,9,0.3444,1,5,3,0,0.4477,2
4736,2263,1,18,0,1,7,2,2,7,2,0.3333,0,0,2,0,0.3333,1
1514,1497,2,28,3,3,13,3,6,7,6,0.8444,0,2,2,1,0.8444,2
3930,2892,2,32,0,2,6,0,5,4,1,0.1667,1,4,2,0,0.1667,1
3632,3360,4,13,3,2,12,1,7,13,2,0.3333,0,1,2,0,0.3333,2
2366,3816,5,21,1,3,18,5,8,6,12,0.0,0,3,2,2,0.0,2
3201,1567,2,9,0,3,7,0,8,13,11,0.0889,0,0,2,0,0.0889,1
3360,2145,5,21,3,3,17,2,9,3,4,0.6667,1,0,2,1,0.6667,2
4396,1513,2,21,0,1,5,0,4,2,12,0.0,1,5,3,0,0.0,1
871,2415,3,6,2,0,10,2,3,7,10,0.1778,0,2,2,1,0.1778,2
4122,3782,5,18,2,1,18,4,5,1,1,0.1667,0,3,2,2,0.1667,2
3573,516,2,29,1,0,14,5,3,3,12,0.0,1,2,2,2,0.0,2
2372,2144,2,3,1,0,8,2,2,6,2,0.3333,0,1,2,0,0.3333,1
4417,965,4,11,3,0,18,5,2,7,3,0.5,0,0,2,0,0.5,2
1304,981,4,13,2,3,15,2,8,0,1,0.1667,0,4,2,0,0.1667,1
3434,2118,5,9,2,3,18,4,8,0,3,0.5,0,1,1,0,0.35,2
839,3532,3,30,3,3,17,4,6,6,3,0.5,0,1,2,0,0.5,2
3906,1321,1,20,3,2,12,4,4,12,9,0.3444,0,0,2,0,0.3444,1
1777,2227,1,6,2,1,9,3,2,6,1,0.1667,0,1,2,0,0.1667,1
4864,3740,2,11,1,0,6,1,1,9,5,0.7556,0,0,2,1,0.7556,2
3218,2803,3,17,1,2,12,2,6,0,1,0.1667,0,1,1,0,0.1167,1
1256,777,1,13,3,3,15,5,7,8,5,0.7556,0,1,1,0,0.5289,2
3144,2505,5,18,1,3,18,4,8,7,9,0.3444,0,0,2,0,0.3444,2
3057,1792,2,22,3,1,7,1,5,12,3,0.5,0,2,2,1,0.5,2
4099,2830,4,27,2,3,18,5,9,6,6,0.8444,0,2,2,2,0.8444,2
3847,538,3,30,0,3,13,2,9,0,12,0.0,0,4,2,0,0.0,1
1098,2504,2,7,3,2,16,5,4,5,8,0.5111,2,5,3,0,0.6644,2
868,736,4,35,0,1,15,3,5,3,1,0.1667,1,0,2,1,0.1667,2
952,2961,5,14,1,2,18,4,4,0,11,0.0889,0,4,2,0,0.0889,2
3793,3639,2,34,0,1,9,2,2,3,4,0.6667,1,3,2,2,0.6667,2
2537,1297,3,13,1,3,17,4,9,9,3,0.5,0,4,2,0,0.5,2
4936,3488,5,18,2,2,18,4,6,2,5,0.7556,1,5,3,0,0.9823,2
3103,3258,1,19,1,1,9,3,2,2,3,0.5,1,5,3,0,0.65,2
1268,2313,5,11,3,2,18,4,4,6,5,0.7556,0,3,2,2,0.7556,2
1887,2241,4,18,1,0,10,1,3,12,8,0.5111,0,2,2,1,0.5111,2
4484,961,4,25,3,3,11,0,6,2,11,0.0889,1,5,3,0,0.1156,2
824,3660,5,18,1,0,14,2,0,7,6,0.8444,0,0,2,0,0.8444,2
1557,557,5,21,3,0,18,4,3,1,11,0.0889,0,1,2,0,0.0889,1
3938,1785,5,20,3,1,18,4,2,10,7,0.6778,0,4,2,0,0.6778,2
1010,3970,5,16,2,0,18,5,3,12,8,0.5111,0,2,2,1,0.5111,2
3939,2927,5,19,0,0,14,2,2,6,2,0.3333,0,4,2,0,0.3333,1
1629,3001,3,29,2,2,14,3,7,3,2,0.3333,1,0,2,1,0.3333,2
866,3864,1,13,3,2,10,3,6,1,4,0.6667,0,1,2,0,0.6667,2
2670,1096,1,18,0,2,6,1,7,6,4,0.6667,0,1,2,0,0.6667,2
3308,1782,5,25,3,0,16,3,3,0,8,0.5111,0,2,1,1,0.3578,2
3071,1414,3,15,2,2,16,4,6,7,9,0.3444,0,0,2,0,0.3444,1
4483,1086,5,8,3,0,18,4,0,0,11,0.0889,0,4,2,0,0.0889,1
1623,2350,5,14,2,1,18,4,3,6,2,0.3333,0,2,2,2,0.3333,2
4892,2118,1,28,2,3,13,4,8,6,9,0.3444,0,2,2,2,0.3444,2
2129,1117,5,3,3,3,13,0,6,12,8,0.5111,0,2,2,1,0.5111,2
3775,2812,1,10,3,1,5,1,3,6,2,0.3333,0,0,2,1,0.3333,1
1937,2258,3,18,0,3,18,5,6,9,3,0.5,0,2,2,1,0.5,2
3257,2504,2,21,3,1,7,1,5,2,7,0.6778,1,0,2,1,0.6778,2
3062,3648,2,9,3,3,13,3,9,5,10,0.1778,2,5,3,0,0.2311,2
3010,3803,1,15,2,1,7,2,2,0,10,0.1778,0,1,1,0,0.1245,1
3985,2545,4,11,0,2,10,0,5,7,2,0.3333,0,1,2,0,0.3333,2
4188,2754,1,21,1,2,12,4,6,0,12,0.0,0,2,1,1,0.0,1
1131,2066,5,17,2,3,17,2,9,6,5,0.7556,0,3,2,2,0.7556,2
2183,1636,5,13,0,1,17,3,3,6,8,0.5111,0,1,2,0,0.5111,2
4252,2479,2,21,3,0,4,0,1,7,1,0.1667,0,0,2,0,0.1667,0
655,3104,4,27,0,2,12,1,4,0,3,0.5,0,4,2,0,0.5,2
4007,787,3,22,0,3,13,2,7,2,3,0.5,1,0,2,1,0.5,2
3283,2563,3,18,1,1,15,4,4,4,4,0.6667,1,1,2,0,0.6667,2
2722,1928,2,15,0,1,5,0,5,9,8,0.5111,0,4,2,0,0.5111,2
2221,592,3,3,1,0,12,3,3,9,4,0.6667,0,2,2,1,0.6667,2
1371,2046,4,7,0,0,14,3,1,10,12,0.0,0,4,2,0,0.0,2
3291,599,3,10,1,0,16,5,2,6,3,0.5,0,0,2,1,0.5,1
2550,2153,4,15,2,3,17,3,7,9,10,0.1778,0,0,2,1,0.1778,1
2479,2414,2,7,1,1,7,1,4,10,1,0.1667,0,2,2,1,0.1667,2
4232,3989,4,24,0,2,18,4,4,13,11,0.0889,0,4,2,0,0.0889,1
688,1091,2,18,1,3,7,0,9,8,2,0.3333,0,1,1,0,0.2333,1
1605,2317,3,32,3,0,6,0,0,3,2,0.3333,1,2,2,2,0.3333,2
3289,2450,1,34,2,1,9,3,3,2,10,0.1778,1,0,2,1,0.1778,1
1107,2500,1,29,0,2,4,0,7,5,2,0.3333,2,5,3,0,0.4333,2
2238,415,1,32,2,1,5,1,3,7,12,0.0,0,1,2,0,0.0,0
1938,3439,5,13,3,2,18,3,6,10,12,0.0,0,4,2,0,0.0,2
4138,1312,3,36,0,1,11,2,3,4,5,0.7556,1,0,2,1,0.7556,2
4809,2300,3,20,2,2,16,4,6,12,2,0.3333,0,1,2,0,0.3333,1
821,2706,2,13,1,2,8,1,5,7,7,0.6778,0,0,2,0,0.6778,2
4524,1577,5,5,3,0,14,2,1,7,9,0.3444,0,0,2,0,0.3444,2
4639,500,1,3,3,3,13,4,9,8,11,0.0889,0,0,0,0,0.0356,1
2349,2528,4,28,0,0,10,1,2,2,8,0.5111,1,4,2,0,0.5111,2
3064,2229,1,9,2,2,6,1,7,10,5,0.7556,0,4,2,0,0.7556,2
3210,3341,5,35,2,0,14,2,2,0,9,0.3444,0,1,1,0,0.2411,1
4667,2671,5,18,1,3,18,4,8,2,4,0.6667,1,4,2,0,0.6667,2
2033,1925,3,13,0,3,9,0,9,2,9,0.3444,1,1,2,1,0.3444,2
658,2770,5,28,0,0,12,1,0,0,4,0.6667,0,1,1,0,0.4667,2
2322,1005,1,11,2,0,4,1,1,0,1,0.1667,0,1,1,0,0.1167,0
1957,1259,2,34,3,0,4,0,0,4,3,0.5,1,1,2,0,0.5,2
3501,1491,1,28,3,1,7,2,4,9,8,0.5111,0,4,2,0,0.5111,2
2189,558,1,25,0,1,11,4,2,7,8,0.5111,0,4,3,0,0.6644,2
3288,1839,1,25,1,0,10,4,3,1,6,0.8444,0,4,2,0,0.8444,2
1730,954,2,10,1,1,9,2,2,3,4,0.6667,1,3,2,2,0.6667,2
2826,2608,2,10,1,1,13,4,4,5,5,0.7556,2,5,3,0,0.9823,2
799,3113,2,10,3,1,11,3,4,12,1,0.1667,0,4,2,0,0.1667,1
2016,2067,1,18,2,1,9,3,2,11,10,0.1778,2,5,3,0,0.2311,2
2236,753,1,10,1,1,3,0,4,7,5,0.7556,0,1,2,0,0.7556,2
987,433,3,16,3,3,13,2,9,3,9,0.3444,1,1,2,1,0.3444,2
2918,878,4,33,2,1,13,2,4,10,8,0.5111,0,4,2,0,0.5111,2
3159,1993,4,18,3,3,15,2,9,9,9,0.3444,0,2,2,1,0.3444,2
1582,1111,2,34,3,3,7,0,8,13,1,0.1667,0,2,2,1,0.1667,1
3059,1151,4,10,3,1,15,3,3,8,2,0.3333,0,0,0,0,0.1333,1
2604,737,1,31,2,2,6,1,6,7,2,0.3333,0,1,2,0,0.3333,1
4353,2091,3,34,1,3,11,1,9,2,1,0.1667,1,4,2,0,0.1667,2
2825,3490,2,7,2,0,12,4,1,6,1,0.1667,0,2,2,2,0.1667,2
776,3945,4,17,0,1,11,1,5,9,2,0.3333,0,1,2,0,0.3333,2
3369,1053,3,12,1,3,13,2,6,7,3,0.5,0,1,2,0,0.5,2
781,3307,2,7,0,1,7,1,4,3,11,0.0889,1,1,2,1,0.0889,2
1925,3377,2,17,0,3,17,5,8,8,10,0.1778,0,0,0,0,0.0711,1
1339,688,5,22,0,3,18,5,7,9,6,0.8444,0,2,2,1,0.8444,2
1096,3530,4,18,1,0,14,3,3,7,9,0.3444,0,0,2,0,0.3444,2
4973,3954,4,6,0,3,11,0,8,8,12,0.0,0,0,0,0,0.0,1
1993,2214,5,10,2,2,18,5,6,10,7,0.6778,0,0,2,0,0.6778,2
1593,3020,5,27,0,1,11,0,5,12,9,0.3444,0,2,2,1,0.3444,2
2662,2965,5,14,0,1,13,1,4,0,2,0.3333,0,1,1,0,0.2333,2
4292,1983,3,10,3,3,9,0,8,12,10,0.1778,0,0,2,0,0.1778,1
4873,1600,3,34,0,1,15,4,3,0,2,0.3333,0,1,1,0,0.2333,1
2911,2124,3,14,2,3,15,3,8,10,12,0.0,0,2,2,1,0.0,1
1492,2991,5,10,3,3,18,4,7,12,3,0.5,0,2,2,1,0.5,2
2064,3343,5,10,3,1,18,5,3,4,2,0.3333,1,4,2,0,0.3333,2
4160,1450,1,7,0,0,12,5,2,8,5,0.7556,0,1,1,0,0.5289,2
4362,3091,4,18,1,1,15,3,3,4,8,0.5111,1,4,2,0,0.5111,2
4590,2202,5,12,2,0,10,0,1,0,10,0.1778,0,0,1,0,0.1245,1
1458,2180,4,10,1,1,11,1,4,3,1,0.1667,1,2,2,2,0.1667,2
944,1068,2,16,2,1,11,3,4,11,5,0.7556,2,1,2,0,0.7556,2
4124,2219,4,9,3,2,16,3,4,7,1,0.1667,0,1,2,0,0.1667,2
3612,1934,3,28,1,1,15,4,2,1,5,0.7556,0,3,2,2,0.7556,2
4347,1058,1,34,2,3,9,2,8,1,9,0.3444,0,4,2,0,0.3444,1
1986,3021,3,13,2,2,18,5,4,0,5,0.7556,0,0,1,0,0.5289,2
951,2568,5,25,2,0,10,0,0,0,6,0.8444,0,2,1,1,0.5911,2
1655,3138,3,23,1,0,10,2,1,10,11,0.0889,0,0,2,0,0.0889,0
4905,2607,5,12,2,3,13,0,7,3,12,0.0,1,2,2,2,0.0,2
2203,1467,1,8,2,1,5,1,4,2,6,0.8444,1,1,2,1,0.8444,2
4322,2090,4,18,2,2,14,2,4,3,2,0.3333,1,3,2,2,0.3333,2
4300,2350,2,13,1,1,15,5,3,0,2,0.3333,0,2,1,1,0.2333,1
946,3422,4,14,0,2,10,0,5,10,3,0.5,0,0,2,0,0.5,2
4185,2830,2,18,3,0,6,1,2,8,2,0.3333,0,4,1,0,0.2333,1
2588,3051,3,7,2,3,11,1,7,6,3,0.5,0,3,2,2,0.5,2
2848,1785,5,10,2,0,14,2,3,8,2,0.3333,0,0,0,0,0.1333,1
4701,3605,3,22,1,3,11,1,8,11,7,0.6778,2,5,3,0,0.8811,2
2996,2717,5,17,0,2,12,0,4,10,10,0.1778,0,2,2,1,0.1778,2
998,2788,1,29,3,2,4,0,6,13,11,0.0889,0,2,2,1,0.0889,1
2392,3210,4,23,0,1,13,2,3,3,4,0.6667,1,2,2,2,0.6667,2
1135,3720,3,18,3,3,11,1,9,5,12,0.0,2,5,3,0,0.0,2
2450,3105,2,7,2,2,8,1,4,0,10,0.1778,0,4,2,0,0.1778,2
4991,961,1,26,1,1,5,1,3,6,9,0.3444,0,2,2,2,0.3444,1
3960,2976,3,10,3,0,8,1,1,9,12,0.0,0,4,2,0,0.0,1
3038,1230,5,28,1,0,18,4,2,6,8,0.5111,0,1,2,0,0.5111,2
1187,3785,4,21,1,0,18,5,1,12,5,0.7556,0,2,2,1,0.7556,2
1456,2628,5,21,2,0,10,0,2,5,10,0.1778,2,4,3,0,0.2311,2
3652,708,3,17,1,0,8,1,1,9,11,0.0889,0,0,2,1,0.0889,1
2953,709,3,33,3,1,7,0,3,4,11,0.0889,1,1,2,0,0.0889,1
933,3159,1,20,3,3,5,0,8,4,3,0.5,1,4,2,0,0.5,2
2255,2903,4,24,2,3,15,2,9,0,9,0.3444,0,4,2,0,0.3444,2
3978,1904,5,19,1,0,16,3,0,11,2,0.3333,2,5,3,0,0.4333,2
3349,1919,5,24,2,1,11,0,5,13,10,0.1778,0,2,2,1,0.1778,1
2824,2171,4,14,3,2,10,0,6,10,7,0.6778,0,2,2,1,0.6778,2
3606,1568,5,7,3,3,18,4,9,7,1,0.1667,0,4,3,0,0.2167,2
1473,3518,5,12,2,0,10,0,3,6,12,0.0,0,0,2,1,0.0,1
4186,1845,2,36,3,0,14,5,0,10,1,0.1667,0,4,2,0,0.1667,1
2732,3628,1,10,2,3,9,2,6,8,7,0.6778,0,5,1,0,0.4745,2
3709,3633,2,21,3,3,17,5,7,13,7,0.6778,0,0,2,0,0.6778,2
2764,1561,1,19,3,3,15,5,8,10,1,0.1667,0,4,2,0,0.1667,1
1344,2471,2,30,3,2,8,1,7,10,5,0.7556,0,2,2,1,0.7556,2
2446,2165,4,21,0,2,14,2,7,7,12,0.0,0,0,2,0,0.0,1
2639,986,1,17,0,0,8,3,2,5,8,0.5111,2,5,3,0,0.6644,2
1112,1988,5,14,3,2,14,1,6,2,8,0.5111,1,4,2,0,0.5111,2
2715,1677,1,25,3,2,14,5,5,10,1,0.1667,0,2,2,1,0.1667,1
3217,2471,4,33,0,2,18,5,5,1,9,0.3444,0,3,2,2,0.3444,2
2643,3197,3,13,3,3,17,4,9,3,3,0.5,1,3,2,2,0.5,2
2984,1392,3,18,3,0,10,2,1,9,6,0.8444,0,1,2,0,0.8444,2
2444,3245,3,23,3,1,7,0,2,8,12,0.0,0,5,1,0,0.0,1
3590,3789,4,13,1,1,18,5,2,5,6,0.8444,2,4,3,0,1.0,2
2003,3681,5,4,3,0,12,1,0,2,12,0.0,1,5,3,0,0.0,2
4916,2093,2,17,2,0,14,5,3,6,1,0.1667,0,0,2,1,0.1667,0
872,2673,1,24,2,3,9,2,8,11,10,0.1778,2,5,3,0,0.2311,2
4977,2304,1,10,1,3,9,2,7,0,4,0.6667,0,1,1,0,0.4667,2
2383,3871,3,28,0,2,14,3,6,13,3,0.5,0,1,2,0,0.5,2
4396,3153,4,5,2,3,13,1,6,7,8,0.5111,0,0,2,0,0.5111,2
4086,2552,3,6,1,2,10,1,7,10,4,0.6667,0,4,2,0,0.6667,2
907,3323,1,16,2,3,9,2,9,1,5,0.7556,0,2,2,1,0.7556,2
4012,1542,1,36,3,3,13,4,7,10,5,0.7556,0,4,2,0,0.7556,2
3143,3612,5,23,2,1,18,5,5,13,4,0.6667,0,2,2,1,0.6667,2
2403,2226,1,16,1,3,13,4,6,0,11,0.0889,0,4,2,0,0.0889,1
4593,1660,2,35,0,0,12,4,0,2,12,0.0,1,5,3,0,0.0,1
1083,3973,3,20,3,1,15,4,5,7,6,0.8444,0,1,2,0,0.8444,2
4760,2259,2,4,3,1,5,0,5,13,8,0.5111,0,2,2,1,0.5111,2
3583,1471,5,16,1,1,13,1,4,13,9,0.3444,0,1,2,0,0.3444,2
2356,1990,3,17,3,2,12,2,5,6,3,0.5,0,0,2,1,0.5,2
3607,966,1,12,3,1,11,4,4,10,2,0.3333,0,1,2,0,0.3333,1
3911,2248,3,6,3,2,12,2,5,5,2,0.3333,2,5,3,0,0.4333,2
3741,2231,4,17,0,0,16,4,2,7,2,0.3333,0,0,2,0,0.3333,1
1270,3674,4,22,3,1,17,4,3,6,8,0.5111,0,2,2,2,0.5111,2
1411,2435,3,25,2,1,9,1,2,9,12,0.0,0,0,2,1,0.0,1
4741,554,2,22,1,1,5,0,3,9,8,0.5111,0,4,2,0,0.5111,2
3517,1429,5,29,2,0,14,2,2,1,4,0.6667,0,3,2,2,0.6667,2
3870,3892,5,25,2,3,18,3,8,10,7,0.6778,0,4,2,0,0.6778,2
2654,3938,4,12,3,1,13,2,5,6,1,0.1667,0,2,2,2,0.1667,2
2443,3081,1,31,3,1,7,2,2,9,6,0.8444,0,2,2,1,0.8444,2
3767,1684,4,10,2,0,18,5,0,6,7,0.6778,0,3,2,2,0.6778,2
3357,2837,1,13,3,2,4,0,4,9,10,0.1778,0,0,2,1,0.1778,1
4954,692,3,11,3,3,17,4,9,6,10,0.1778,0,3,2,2,0.1778,1
2280,935,5,12,1,3,18,5,7,8,5,0.7556,0,4,1,0,0.5289,2
763,3801,1,16,0,1,11,4,4,1,4,0.6667,0,4,2,0,0.6667,2
2192,1190,4,22,1,1,17,4,5,9,1,0.1667,0,0,2,1,0.1667,1
1066,3680,1,23,0,1,13,5,5,3,1,0.1667,1,3,2,2,0.1667,2
1783,3359,3,20,3,2,18,5,6,1,11,0.0889,0,4,2,0,0.0889,1
1019,661,5,14,0,0,16,3,2,6,4,0.6667,0,4,2,0,0.6667,2
1231,3317,1,9,2,2,12,4,6,7,1,0.1667,0,1,2,0,0.1667,1
